39,"[0.20859182,0.34493534,0.10064952,0.68179144,0.94654939,0.12909610,0.73914943,0.54279267,0.08012364,0.82226088,0.20900847,0.05173986,0.12245207,0.92670951,0.53138891,0.44270661,0.47704025,0.03626914,0.42876757,0.84448300,0.15074146,0.08745618,0.45942316,0.27820146,0.56875911,0.88848467,0.23335097,0.85862413,0.83305809,0.69201497,0.89993687,0.96548892,0.89689756,0.32118576,0.18121744,0.78406045,0.92658361,0.63624853,0.94262014,0.72916977,0.73033481,0.72955322,0.66731702,0.78616921,0.01642357,0.11494359,0.82784408,0.10368219,0.80271143,0.10808361,0.77063412,0.66070190,0.35043532,0.37719745,0.98379907,0.27822258,0.35423083,0.54332671,0.18425337,0.76067258,0.36300659,0.35355029,0.98288345,0.19147426,0.53640861,0.63705713,0.31884757,0.26539596,0.39449106,0.13363949,0.67643116,0.75655380,0.57881367,0.78782114,0.83956000,0.96201107,0.88871957,0.42010748,0.86281309,0.33985234,0.37612049,0.80488706,0.64936906,0.80010952,0.88756470,0.34698686,0.62518732,0.19394543,0.08242910,0.31577907,0.17440219,0.00745928,0.69947325,0.59940913,0.56489705,0.46179361,0.78297837,0.96419481,0.74825426,0.67483687,0.31108439,0.25370353,0.98287230,0.71320611,0.44275833,0.11007435,0.89624257,0.91266513,0.02760772,0.85545080,0.95913199,0.76184241,0.86992503,0.64055815,0.30125905,0.65169337,0.02888981,0.01268788,0.29090946,0.64513930,0.18846501,0.37271738,0.13338896,0.49639456,0.84994384,0.83282629,0.02429955,0.56070716]"
40,"[0.19776329,0.51660986,0.78200482,0.17649488,0.31013337,0.98656353,0.74311632,0.32192899,0.10974914,0.94930814,0.91131820,0.80003678,0.22014325,0.08295534,0.42280668,0.79892617,0.60381223,0.25318029,0.05328881,0.94085251,0.28783836,0.91302468,0.10696911,0.18939720,0.50517527,0.67957646,0.68703474,0.38650699,0.98591512,0.55081116,0.01260377,0.79558114,0.75977495,0.50802821,0.18286407,0.49394747,0.74765000,0.73052131,0.44372642,0.88648375,0.99655710,0.89279867,0.80546280,0.83306952,0.68851932,0.64765030,0.40949172,0.27941574,0.91997289,0.22123094,0.87292331,0.90181212,0.91449900,0.20540747,0.85054576,0.03900977,0.41172616,0.54511412,0.04150767,0.89145052,0.72427581,0.74857436,0.30928052,0.50704281,0.02365167,0.80565549,0.98214937,0.29228174,0.27884427,0.02195959,0.34388758,0.45363572,0.40294285,0.31426005,0.11429583,0.33443808,0.41739242,0.84019811,0.63912328,0.24293451,0.49611379,0.54940160,0.49025311,0.77809047,0.69111415,0.79808226,0.98747846,0.49265273,0.17222819,0.85926193,0.24576792,0.23168204,0.78249220,0.79509497,0.59067511,0.35044905,0.85847626,0.04133933,0.53528580,0.28293480,0.01345511,0.45718052,0.34366327,0.34021937,0.23301704,0.03847884,0.87154736,0.56006568,0.20771498,0.61720570,0.89662045,0.81659234,0.03782227,0.91074458,0.81255570,0.72705371,0.93246018,0.78300494,0.82201371,0.23373887,0.77885199,0.82035866,0.71180818,0.43608298,0.18465634,0.49393586,0.00097767,0.02462834]"
41,"[0.83028283,0.81243120,0.10471194,0.38355520,0.40551379,0.74940037,0.20303508,0.60597694,0.92023599,0.03453082,0.36896790,0.78635932,0.62655643,0.26567871,0.50861222,0.00472501,0.55412561,0.04437772,0.82246719,0.51358033,0.31166159,0.29913905,0.79179077,0.96401796,0.82327889,0.06904580,0.30072684,0.08321804,0.87831201,0.46898612,0.81943417,0.67790943,0.71924776,0.25453256,0.53746636,0.55092046,0.00809999,0.35176226,0.69198063,0.92499668,0.96347452,0.83502088,0.39508556,0.60279955,0.22000425,0.11662369,0.93321503,0.97103630,0.88177989,0.69433459,0.42138730,0.35384647,0.13685041,0.95886312,0.19260099,0.97145197,0.79180963,0.50361681,0.93969879,0.12435413,0.61828899,0.61926566,0.64389299,0.47417482,0.28660501,0.39131595,0.77487016,0.18038294,0.92978231,0.13281640,0.73879234,0.65902732,0.69355714,0.06252404,0.84888236,0.47543779,0.74111550,0.24972672,0.25445072,0.80857533,0.85295205,0.67541824,0.18899757,0.50065816,0.79979621,0.59158598,0.55560294,0.37888083,0.44792563,0.74865147,0.83186851,0.71017952,0.17916464,0.99859781,0.67650623,0.39575299,0.65028454,0.18774990,0.73866937,0.74676835,0.09852961,0.79050925,0.71550492,0.67897844,0.51399832,0.90908288,0.51188143,0.73188468,0.84850737,0.78172140,0.75275670,0.63453558,0.32886917,0.75025547,0.10410094,0.24095035,0.19981247,0.39241246,0.36386343,0.15567207,0.65928788,0.59898567,0.72333880,0.34162679,0.96089145,0.60478344,0.07895726,0.36556127]"
42,"[0.75687622,0.53174538,0.71212732,0.64190864,0.77472404,0.51351537,0.17254169,0.86609783,0.92862087,0.77750223,0.25293902,0.99405352,0.24377923,0.49822896,0.30680329,0.15975434,0.83517157,0.02416814,0.52482530,0.32462051,0.91620549,0.47180743,0.85068725,0.29861188,0.04726235,0.87912986,0.58930838,0.76847202,0.76706883,0.44357406,0.83932604,0.48960959,0.67735849,0.41602685,0.16279420,0.26132282,0.05183106,0.76733499,0.44631243,0.96030975,0.86939163,0.38127206,0.11315574,0.96166211,0.74338250,0.49613820,0.13067279,0.45954096,0.20979543,0.31389537,0.55484472,0.75465619,0.14706765,0.51093008,0.66660115,0.32588802,0.92487269,0.64821049,0.98983628,0.95072673,0.55550917,0.63446542,0.00002570,0.75690092,0.28864530,0.00077162,0.64267926,0.41740229,0.93091666,0.10345736,0.96955419,0.89817406,0.67567529,0.92861331,0.92266582,0.16644405,0.66467201,0.97147430,0.13122764,0.96639821,0.99056535,0.51538966,0.84000917,0.75621366,0.22802009,0.07870634,0.37731722,0.42457858,0.30370744,0.89301482,0.66148584,0.42855367,0.87212673,0.71145177,0.20106036,0.87841784,0.29444370,0.45723690,0.71855872,0.77038878,0.53772277,0.98403419,0.94434294,0.81373357,0.19500463,0.30815937,0.26982048,0.01320198,0.50933918,0.64001096,0.09955092,0.30934535,0.62323972,0.17808344,0.93273863,0.07980528,0.59073436,0.25733450,0.58322153,0.50809322,0.15630270,0.14613798,0.09686371,0.65237187,0.28683630,0.28686099,0.04376091,0.33240521]"
43,"[0.33317583,0.97585409,0.39325538,0.32417104,0.42762740,0.39718059,0.29535365,0.97102794,0.89964024,0.82230506,0.98874812,0.65341912,0.62489242,0.75611905,0.72251626,0.71308062,0.22846927,0.06847744,0.82469010,0.05270918,0.13141452,0.50873075,0.93330832,0.23701476,0.13002858,0.79151343,0.22006610,0.09219182,0.80364259,0.00470195,0.88311879,0.17756149,0.63479739,0.35335511,0.12374289,0.66146465,0.64549784,0.58983978,0.40357236,0.59857599,0.90673436,0.17655384,0.18975482,0.69909300,0.33910296,0.43865288,0.74799723,0.37123595,0.54931839,0.48205602,0.56186030,0.15259366,0.40992716,0.99314769,0.50123990,0.65754161,0.80367859,0.90054129,0.55291217,0.83974746,0.12660746,0.17036737,0.50277158,0.83594641,0.81179950,0.20505388,0.52922392,0.95685032,0.35402991,0.64938256,0.62040950,0.52004874,0.34235280,0.33109992,0.98451804,0.60940946,0.36552751,0.08804277,0.80112239,0.02959067,0.09806711,0.92275621,0.97546439,0.10687791,0.61560766,0.54891498,0.78592874,0.91595633,0.70746875,0.92753385,0.01972468,0.82336627,0.82806722,0.71118502,0.88874551,0.52354190,0.87689600,0.00063789,0.66210154,0.30759838,0.89743717,0.30100853,0.89958352,0.80631688,0.98286972,0.17262353,0.87171553,0.21081749,0.64946937,0.39746561,0.76870056,0.31801795,0.80007297,0.36193227,0.51452493,0.92445109,0.91759778,0.41883668,0.07637729,0.88005487,0.78059517,0.33350633,0.17325280,0.29985925,0.47022562,0.97299620,0.80894161,0.62074011]"
44,"[0.82579299,0.35501591,0.31186523,0.66589414,0.31527570,0.93568420,0.45573194,0.79808374,0.12918266,0.11369970,0.72310816,0.08863467,0.17667645,0.97779784,0.00738750,0.10545361,0.02820882,0.00367221,0.11054912,0.72615578,0.27506976,0.06099750,0.97695283,0.68442058,0.61195343,0.63167711,0.45504238,0.28310860,0.99429262,0.88303713,0.40657802,0.28347302,0.28410991,0.94621045,0.25380783,0.15124400,0.45225153,0.35183404,0.15814992,0.14101864,0.31364118,0.18535571,0.39617220,0.04564057,0.44310518,0.21180474,0.52982169,0.32989367,0.69182494,0.20634887,0.13079896,0.04839574,0.46723142,0.54360771,0.42366158,0.20425575,0.53776108,0.71101288,0.01087113,0.48109575,0.45409095,0.26303156,0.88377068,0.70956266,0.06457757,0.37644180,0.04233494,0.35760964,0.29329284,0.74902377,0.54710651,0.67628817,0.78998687,0.51309403,0.60172770,0.77840315,0.75619999,0.76358649,0.86903910,0.89724692,0.90091812,0.01146624,0.73762103,0.01268979,0.07368629,0.05063812,0.73505771,0.34701014,0.97868625,0.43372763,0.71683524,0.71112685,0.59416298,0.00074000,0.28421202,0.56832093,0.51453039,0.76833722,0.91958022,0.37183075,0.72366379,0.88181272,0.02283036,0.33647054,0.52182524,0.91799644,0.96363601,0.40674019,0.61854393,0.14836462,0.47825728,0.17008122,0.37642909,0.50722705,0.55562179,0.02285221,0.56645892,0.99011950,0.19437425,0.73213433,0.44314621,0.45401634,0.93511109,0.38920104,0.65223160,0.53600128,0.24556294,0.31013952]"
45,"[0.68658032,0.72891426,0.08652290,0.37981474,0.12883751,0.67594303,0.35223020,0.14221607,0.65530911,0.25703581,0.03543796,0.79163695,0.55522244,0.42426053,0.32150645,0.22242357,0.23388882,0.97150884,0.98419763,0.05788292,0.10852005,0.84357675,0.19058589,0.16927114,0.60299777,0.31983201,0.03095786,0.62511984,0.62585884,0.91006987,0.47838980,0.99291919,0.76125541,0.68083463,0.05266438,0.77632717,0.65813889,0.68096825,0.01743779,0.53926203,0.45725747,0.42089248,0.82763167,0.44617460,0.59453821,0.07279450,0.24287472,0.61930281,0.12652885,0.68214964,0.70500085,0.27145877,0.26157727,0.45595052,0.18808386,0.63122907,0.08524441,0.02035450,0.40955454,0.06178514,0.59778542,0.84334737,0.15348588,0.84006521,0.56897847,0.65550037,0.03531411,0.16415063,0.84009265,0.19232185,0.33453693,0.98984504,0.24687985,0.28231681,0.07395276,0.62917420,0.05343373,0.37493918,0.59736175,0.83124957,0.80275742,0.78695405,0.84483597,0.95335502,0.79693077,0.98751566,0.15678580,0.75978257,0.07961358,0.11057044,0.73568928,0.36154712,0.27161599,0.75000479,0.74292297,0.50417738,0.18501101,0.23767439,0.01400056,0.67213845,0.35310570,0.37054249,0.90980352,0.36705999,0.78795147,0.61558213,0.06175573,0.65629294,0.72908644,0.97196016,0.59126196,0.71778982,0.39993846,0.10493831,0.37639608,0.63797236,0.09392188,0.28200474,0.91323281,0.99847621,0.01882971,0.42838324,0.49016738,0.08795180,0.93129817,0.08478305,0.92484726,0.49382473]"
46,"[0.14932410,0.18463722,0.34878684,0.18887849,0.38119935,0.71573528,0.70557931,0.95245816,0.23477397,0.30872573,0.93789893,0.99133166,0.36626984,0.96363059,0.79487916,0.59763558,0.38458862,0.22942359,0.18277761,0.97970738,0.96722204,0.12400684,0.88378841,0.96340098,0.07397042,0.80965870,0.17120482,0.44281981,0.19282360,0.93574557,0.43992195,0.62493196,0.86260535,0.87660492,0.54874237,0.90184707,0.27238856,0.18219108,0.54925006,0.33720053,0.95278166,0.01453639,0.67082834,0.39991378,0.37187293,0.96313390,0.68092271,0.08086017,0.18579749,0.56219257,0.20016393,0.29408481,0.57608854,0.48932035,0.48779556,0.50662427,0.93500651,0.42517290,0.51312370,0.44442087,0.52920292,0.45404918,0.94787291,0.09719601,0.28183223,0.63061807,0.81949556,0.20069391,0.91642819,0.62200650,0.57446366,0.80923663,0.11796136,0.05585929,0.04718995,0.41345878,0.37708837,0.17196653,0.76960111,0.15418873,0.38361133,0.56638794,0.54609432,0.51331536,0.63732119,0.52110860,0.48450858,0.55847800,0.36813570,0.53933952,0.98215833,0.17498092,0.11072549,0.55064645,0.17557741,0.03818176,0.91478568,0.46352704,0.36537312,0.63776068,0.81995076,0.36919982,0.70639935,0.65918001,0.67371541,0.34454275,0.74445552,0.11632746,0.07946035,0.76038207,0.84124124,0.02703773,0.58922930,0.78939223,0.08347603,0.65956358,0.14888293,0.63667749,0.14330076,0.07830627,0.50347816,0.01660086,0.46102073,0.99022265,0.44427083,0.39214274,0.48933775,0.77116898]"
47,"[0.40178604,0.22128061,0.42197352,0.33840070,0.96040620,0.53486886,0.34410449,0.46206486,0.51792315,0.56511209,0.97856987,0.35565724,0.52762278,0.29722289,0.45141062,0.83502095,0.40140789,0.94750121,0.46081557,0.09813576,0.61924336,0.10375094,0.66222794,0.03036264,0.56970116,0.55185848,0.72683841,0.83756290,0.38820835,0.56378476,0.60196552,0.51675019,0.98027624,0.34564836,0.98340803,0.80335779,0.17255661,0.87895496,0.53813397,0.21184838,0.55639013,0.30084465,0.41717111,0.49663046,0.25701153,0.09825177,0.12528850,0.71451681,0.50390803,0.58738307,0.24694565,0.39582757,0.03250406,0.17580382,0.25410908,0.75758625,0.77418611,0.23520584,0.22542749,0.66969732,0.06183906,0.55117581,0.32234378,0.72412883,0.94540843,0.36738095,0.70578065,0.66618586,0.20105372,0.54515721,0.00722107,0.52514321,0.09025430,0.06882318,0.42447942,0.95210120,0.24932309,0.70073271,0.53575265,0.93715954,0.88465975,0.34547432,0.44360907,0.06285143,0.16660137,0.82882831,0.85918994,0.42889010,0.98074758,0.70758499,0.54514689,0.93335423,0.49713799,0.09910251,0.61585170,0.59612694,0.94177430,0.92518133,0.72853812,0.90109372,0.78004768,0.31818065,0.53002803,0.08641716,0.38726081,0.80443092,0.30106038,0.55807091,0.65632169,0.78160919,0.49612500,0.00003203,0.58741410,0.83435874,0.23018532,0.26268838,0.43849119,0.69259928,0.45018452,0.22436963,0.45957446,0.68500095,0.35469727,0.41653533,0.96771013,0.29005292,0.01418075,0.95958818]"
48,"[0.32696813,0.03274778,0.69893264,0.89998536,0.44514157,0.45236164,0.97750385,0.06775715,0.13657933,0.56105775,0.51315795,0.76248004,0.46321175,0.99896340,0.93612194,0.82078069,0.16625401,0.60986208,0.67271251,0.83931288,0.66814019,0.52732913,0.95621823,0.93696481,0.64454880,0.18969468,0.12304792,0.62018491,0.71928642,0.33513712,0.93126306,0.87303636,0.79821668,0.52675380,0.42784652,0.20789320,0.52607286,0.05609989,0.14251604,0.52977585,0.33420577,0.63526515,0.19333506,0.84965574,0.63126393,0.12738793,0.12741896,0.71483206,0.54918981,0.77937412,0.04206150,0.48055169,0.17314997,0.62333350,0.84770212,0.30727559,0.99227554,0.34697181,0.76350613,0.73121527,0.02126718,0.03544693,0.99503411,0.32200124,0.35474802,0.05367966,0.95366402,0.39880458,0.85116522,0.82866807,0.89642422,0.03300255,0.59405931,0.10721626,0.86969530,0.33290605,0.33186845,0.26798939,0.08876908,0.25502209,0.86488317,0.53759469,0.37690657,0.04504576,0.57237389,0.52859112,0.46555493,0.11010272,0.29979641,0.42284332,0.04302723,0.76231265,0.09744877,0.02871083,0.90174618,0.69996187,0.22671467,0.65456019,0.86245240,0.38852425,0.44462314,0.58713818,0.11691303,0.45111780,0.08638194,0.27971600,0.12937074,0.76063368,0.88802061,0.01543857,0.73026963,0.27945844,0.05883156,0.10089206,0.58144276,0.75459173,0.37792422,0.22562535,0.53289993,0.52517447,0.87214528,0.63565041,0.36686468,0.38813086,0.42357679,0.41860990,0.74061014,0.09535716]"
49,"[0.14903582,0.10269883,0.50150242,0.35266664,0.18133371,0.07775693,0.11075848,0.70481679,0.81203205,0.68172635,0.01463139,0.34649884,0.61448723,0.70325531,0.95827641,0.82315858,0.36075227,0.73765784,0.78270259,0.35507548,0.88366560,0.34921952,0.45932124,0.75911665,0.18195898,0.22498521,0.98729686,0.08474463,0.11345446,0.01519964,0.71516051,0.94187418,0.59643337,0.45888477,0.84740803,0.29203016,0.87916735,0.99607938,0.44719618,0.53357712,0.81329212,0.94266186,0.70329454,0.59131415,0.60675172,0.33702035,0.61647779,0.67530835,0.77619941,0.35764117,0.11223189,0.49015512,0.71577946,0.24867840,0.77385187,0.64599615,0.28164556,0.64850924,0.03663910,0.46021489,0.87882379,0.61943293,0.71478909,0.86382390,0.96652174,0.46802316,0.82068879,0.00202150,0.07977743,0.19053491,0.89535070,0.70738175,0.38910710,0.40373749,0.75023533,0.36472156,0.06797588,0.02625128,0.84940886,0.21016013,0.94781696,0.73051856,0.08559303,0.96925763,0.31847615,0.77779640,0.53691205,0.71887002,0.94385423,0.93115009,0.01589372,0.12934717,0.14454581,0.85970532,0.80157850,0.39801087,0.85689464,0.70430166,0.99633083,0.87549718,0.87157556,0.31877073,0.85234685,0.66563797,0.60829884,0.31159238,0.90290553,0.50965625,0.84667561,0.46315240,0.13845975,0.91465816,0.27229832,0.38452922,0.87468333,0.59046180,0.83913919,0.61299006,0.25898521,0.54062978,0.18913802,0.22577612,0.68599001,0.56481281,0.18424473,0.89903282,0.76285572,0.72937646]"
50,"[0.19739861,0.01808641,0.02010691,0.09988334,0.29041725,0.18576695,0.89314770,0.28225380,0.68599029,0.43622463,0.80094519,0.86892007,0.89517035,0.74457822,0.95473734,0.90255331,0.63307086,0.71866290,0.68791953,0.00639468,0.78419007,0.32110112,0.03997014,0.98382337,0.91497246,0.93086518,0.06021135,0.20475616,0.06446048,0.86603798,0.26404785,0.12094149,0.82524215,0.82157198,0.69706816,0.56864272,0.88741245,0.73975830,0.40539528,0.01369312,0.32528450,0.22818903,0.73784428,0.58451889,0.04767028,0.18612903,0.10078619,0.37308351,0.75761173,0.63229406,0.22275486,0.06189305,0.67488211,0.93386633,0.47449510,0.66363212,0.88940724,0.57539626,0.14020806,0.32445179,0.22348361,0.98633834,0.71571379,0.91311141,0.93119682,0.95130272,0.05118506,0.34160131,0.52736726,0.42051396,0.70276676,0.38875605,0.82497968,0.62592387,0.49484294,0.39001229,0.13458951,0.08932585,0.99187816,0.62494802,0.34360992,0.03152845,0.03792212,0.82211120,0.14321132,0.18318046,0.16700283,0.08197429,0.01283847,0.07304882,0.27780399,0.34226347,0.20830045,0.47234730,0.59328779,0.41852894,0.24009992,0.93716708,0.50580880,0.39322025,0.13297755,0.53837183,0.55206395,0.87734744,0.10553547,0.84337875,0.42789663,0.47556592,0.66169395,0.76247913,0.13556165,0.89317237,0.52546543,0.74821929,0.81011134,0.48499245,0.41885778,0.89335188,0.55698300,0.44638924,0.02178450,0.16199156,0.48644235,0.70992497,0.69626230,0.41197510,0.32508551,0.25628132]"
51,"[0.20758305,0.25876711,0.60036742,0.12773367,0.54824663,0.25101239,0.63976744,0.46474611,0.09066898,0.58551092,0.97552221,0.11011071,0.19943557,0.19131272,0.81625975,0.15986867,0.19139611,0.22931724,0.05142744,0.19463775,0.37781721,0.54481904,0.62679233,0.63962980,0.71267762,0.99048060,0.33274307,0.54104252,0.01338882,0.60667561,0.02520355,0.26530247,0.20246856,0.70827636,0.10149561,0.23447216,0.77284299,0.32490594,0.20225238,0.30778685,0.15116460,0.57906023,0.05462514,0.71631809,0.47879622,0.61435687,0.50752824,0.03299268,0.78121097,0.59132130,0.07631275,0.49516953,0.38852041,0.94550241,0.39189065,0.41367415,0.57566471,0.06210606,0.77203003,0.46829133,0.88026543,0.20534993,0.46163026,0.66921230,0.92797841,0.52834483,0.65607750,0.20432313,0.45533452,0.09510096,0.55984607,0.65051405,0.23602397,0.21154518,0.32165489,0.52108946,0.71240118,0.52865993,0.68852759,0.87992271,0.10923894,0.16066538,0.35530213,0.73311834,0.27793638,0.90472770,0.54435650,0.25703312,0.24751272,0.58025479,0.12129631,0.13468413,0.74135873,0.76656128,0.03186275,0.23433031,0.94260567,0.04410028,0.27857144,0.05141343,0.37631836,0.57856974,0.88635559,0.03751918,0.61657841,0.67120256,0.38751964,0.86631487,0.48067074,0.98819798,0.02118966,0.80239962,0.39371993,0.47003168,0.96520021,0.35371962,0.29922103,0.69111069,0.10478384,0.68044755,0.74255261,0.51458163,0.98287197,0.86313639,0.06848533,0.53011458,0.19932589,0.12730330]"
52,"[0.65564712,0.31172362,0.51604576,0.97137928,0.06647924,0.62632431,0.27683736,0.51286033,0.72440451,0.04605840,0.56714686,0.27954704,0.80820596,0.49673256,0.37665426,0.48589221,0.64655659,0.00185772,0.73497506,0.01291043,0.91763714,0.46199264,0.71902475,0.96653647,0.54679026,0.66808556,0.80276869,0.54412642,0.31068670,0.34254846,0.57687777,0.51948244,0.56358171,0.84215215,0.89356458,0.26988194,0.84845068,0.73480527,0.77232345,0.38890086,0.06010241,0.44762106,0.31393493,0.79460467,0.78280165,0.80399030,0.60638893,0.00010786,0.47013854,0.43533775,0.78905638,0.08827641,0.77938610,0.88416894,0.56461548,0.30716709,0.82174773,0.80461869,0.66775408,0.73623841,0.26635199,0.46567688,0.59297918,0.24862530,0.56034793,0.07639268,0.04777096,0.11424920,0.74057251,0.01740888,0.53026821,0.25467172,0.30072912,0.86787498,0.14742102,0.95562598,0.45235754,0.82901080,0.31490200,0.96145759,0.96331431,0.69828836,0.71119780,0.62883394,0.09082557,0.80984933,0.77638479,0.32317405,0.99125861,0.79402630,0.33815173,0.64883743,0.99138489,0.56826166,0.08774310,0.65132381,0.49347496,0.38703854,0.65691948,0.50536916,0.24017342,0.01249587,0.40139573,0.46149714,0.90911720,0.22305112,0.01765479,0.80045543,0.60444474,0.21083267,0.21093952,0.68107707,0.11641382,0.90546920,0.99374461,0.77312972,0.65729766,0.22191214,0.52907823,0.35082495,0.15544264,0.82319573,0.55943314,0.82578413,0.29146001,0.88443819,0.13306249,0.69340942]"
53,"[0.76980110,0.81757106,0.93181926,0.67239078,0.68979865,0.22006586,0.47473659,0.77546471,0.64333869,0.79075871,0.74638369,0.19874023,0.02775002,0.34265103,0.30410762,0.26742092,0.96570829,0.67690509,0.30573802,0.39656260,0.20641092,0.98279472,0.30596777,0.29722538,0.09125068,0.42940141,0.07823784,0.06962173,0.63788239,0.72562449,0.37694731,0.87042127,0.25745881,0.91437729,0.41974544,0.65991786,0.67241273,0.07380746,0.53530360,0.44441979,0.66746992,0.68512370,0.48557814,0.09002188,0.30085354,0.51179207,0.19286813,0.30928095,0.21474915,0.20849277,0.98162148,0.63891814,0.86082928,0.38990651,0.74073046,0.89617211,0.71936684,0.27879897,0.10458210,0.39604112,0.28047831,0.41353981,0.10694822,0.87674833,0.69431839,0.62613665,0.29852643,0.98832408,0.20838894,0.68312453,0.45858824,0.10192593,0.89268364,0.63906633,0.83780556,0.86555458,0.20820461,0.51231123,0.77973115,0.74543844,0.42234252,0.72807954,0.12464114,0.33105106,0.31384478,0.61981154,0.91703592,0.00828560,0.43768602,0.51592286,0.58554359,0.22342499,0.94904848,0.32599479,0.19641506,0.45387287,0.36824916,0.78799360,0.44791047,0.12032220,0.19412866,0.72943125,0.17385004,0.84131896,0.52644166,0.01201880,0.10203967,0.40289222,0.91468329,0.10755042,0.41683037,0.63157853,0.84007029,0.82169078,0.46060792,0.32143619,0.71134170,0.45207117,0.34824227,0.06760811,0.34640608,0.45098719,0.84702730,0.12750462,0.54104342,0.64799065,0.52473797,0.21905536]"
54,"[0.84519101,0.14371643,0.13203951,0.34042745,0.02355098,0.48213822,0.58406315,0.47674579,0.11581111,0.95361567,0.81916925,0.02737286,0.53968309,0.31941324,0.06485067,0.48719219,0.21527074,0.33991088,0.67096094,0.98480471,0.60461525,0.52165017,0.52993478,0.96761979,0.48354165,0.06908425,0.29250824,0.24155572,0.56754951,0.76396357,0.21783544,0.58608359,0.37407619,0.82198566,0.94230686,0.13643452,0.86586477,0.03971381,0.88103177,0.40747243,0.41949023,0.52152890,0.92442012,0.83910240,0.94665182,0.36348119,0.99505872,0.83512802,0.65681779,0.11742471,0.43885990,0.15020061,0.60227077,0.95051205,0.01811915,0.36452423,0.81551042,0.66253673,0.79004034,0.33108276,0.97907241,0.50380938,0.72286374,0.56805374,0.71176918,0.84380769,0.18423415,0.20778413,0.68992135,0.27398349,0.75072828,0.86653839,0.82015307,0.63932132,0.66669318,0.20637527,0.52578750,0.59063718,0.07782837,0.29309811,0.63300798,0.30396792,0.28877163,0.89338589,0.41503506,0.94496884,0.91258763,0.39612828,0.46521153,0.75771877,0.99927348,0.56682199,0.33078456,0.54861899,0.13470158,0.50877678,0.33076144,0.27306730,0.40950081,0.27536458,0.31507739,0.19610816,0.60357958,0.02306881,0.54459671,0.46901582,0.30811723,0.25476805,0.61824824,0.61330596,0.44843298,0.10524977,0.22267348,0.66153238,0.81173199,0.41400176,0.36451280,0.38263096,0.74715419,0.56266361,0.22519934,0.01523868,0.34632044,0.32539185,0.82920023,0.55206296,0.12011571,0.83188389]"
55,"[0.67569058,0.85992372,0.06770685,0.75762720,0.03160969,0.78233697,0.64887436,0.46902643,0.10834674,0.77503892,0.98141319,0.50719970,0.09783587,0.17566324,0.46876034,0.10176733,0.40573424,0.69450488,0.58788976,0.00292382,0.94789166,0.86047829,0.25660557,0.72181610,0.47953387,0.47880635,0.04562734,0.37641090,0.92502889,0.05972947,0.56850525,0.89926569,0.17233199,0.58183180,0.85719538,0.17227177,0.36837893,0.97195751,0.99502532,0.53962102,0.00863585,0.31675207,0.57151912,0.18976636,0.80307132,0.25150330,0.35675206,0.57942454,0.24095592,0.05268691,0.46668767,0.83119947,0.21382943,0.96098263,0.52364524,0.74884358,0.76408126,0.11040070,0.43579155,0.26499077,0.81705273,0.93716744,0.76905032,0.44473990,0.30466262,0.37236847,0.12999467,0.16160336,0.94393932,0.59281268,0.06183811,0.17018385,0.94522178,0.92663397,0.43383267,0.53166754,0.70732977,0.17608912,0.27785544,0.68358869,0.37809256,0.96598133,0.96890415,0.91679481,0.77727210,0.03387667,0.75569177,0.23522464,0.71402999,0.75965633,0.13606623,0.06109411,0.12082258,0.68932683,0.58859152,0.76092250,0.34275330,0.19994768,0.37221845,0.74059638,0.71255289,0.70757720,0.24719722,0.25583207,0.57258314,0.14410126,0.33386662,0.13693694,0.38843923,0.74519030,0.32461384,0.56556876,0.61825467,0.08494133,0.91613981,0.12996824,0.09094986,0.61459410,0.36343668,0.12751694,0.23791664,0.67370719,0.93869696,0.75574870,0.69291514,0.46196446,0.90670336,0.21136499]"
56,"[0.58373246,0.71372613,0.87532848,0.81926680,0.41207849,0.47391560,0.64409845,0.58931923,0.51595220,0.94978387,0.48145040,0.18877917,0.36486729,0.64272173,0.32630942,0.70440099,0.67038131,0.63928446,0.55607827,0.33334936,0.36722503,0.12291580,0.35813944,0.07216843,0.83182376,0.96788899,0.02898210,0.14980368,0.83912952,0.42772003,0.18864154,0.53139384,0.73134052,0.10355797,0.84415335,0.55670524,0.26428144,0.51147766,0.76730873,0.33989087,0.48399113,0.81785675,0.95479268,0.34323091,0.08842021,0.41303305,0.97860081,0.59685447,0.68179481,0.59793361,0.72790085,0.81884971,0.43344281,0.79687849,0.92439443,0.16231007,0.83601626,0.77471222,0.53045991,0.22337405,0.68533751,0.59203987,0.80340386,0.38713532,0.10086044,0.97618792,0.79545373,0.20753122,0.68144581,0.32554327,0.91486150,0.43081270,0.38059556,0.86204496,0.05082314,0.41568943,0.05841016,0.38471858,0.08911857,0.75949888,0.39878234,0.95485961,0.28820797,0.65543200,0.77834680,0.13648524,0.20865267,0.04047542,0.00836341,0.03734451,0.18714719,0.02627571,0.45399474,0.64263528,0.17402812,0.90536764,0.00892461,0.85307697,0.40978120,0.67406164,0.18553830,0.95284603,0.29273590,0.77672603,0.59458178,0.54937346,0.89260337,0.98102258,0.39405463,0.37265444,0.96950791,0.65130172,0.24923433,0.97713417,0.79598288,0.22942469,0.02630218,0.95069560,0.11300467,0.94901992,0.72373114,0.25419006,0.47756311,0.16289962,0.75493849,0.55834135,0.94547567,0.04633511]"
